省/直辖市,地市,Permit,单位名称,行业类别,有效期限,发证日期
安徽省,马鞍山市,91340500MA2Q39X3X9001U,马鞍山广业环境治理有限公司,污水处理及其再生利用,2022-07-18至2027-07-17,2022-07-07
浙江省,衢州市,91330881MA29UGUP17002U,江山市石门镇污水处理站,污水处理及其再生利用,2023-04-17至2028-04-16,2023-02-26
山东省,聊城市,91371523MACL2JX00C001V,聊城市茌平区郝集污水处理有限公司,污水处理及其再生利用,2024-01-02至2029-01-01,2024-01-02
广西壮族自治区,崇左市,91451400MA5QGUHH6P001V,崇左市裕境环保水务有限公司,污水处理及其再生利用,2023-10-19至2028-10-18,2023-10-18
陕西省,榆林市,916108213053081618001R,燕家塔工业园区综合污水处理厂（陕西城兴创展环保科技有限公司）,污水处理及其再生利用,2024-06-05至2029-06-04,2024-06-05
广西壮族自治区,南宁市,91450127MA5PWJAQ19005Q,广西环投航凯宝华水务有限公司莲塘镇污水处理厂,污水处理及其再生利用,2024-06-05至2029-06-04,2024-06-05
广西壮族自治区,南宁市,91450127MA5PWJAQ19004Q,广西环投航凯宝华水务有限公司百合镇污水处理厂,污水处理及其再生利用,2024-06-05至2029-06-04,2024-06-05
陕西省,榆林市,91610821MA7HHJAA59001V,神木至臻环保科技有限责任公司,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
广西壮族自治区,南宁市,91450127MA5PWJAQ19003Q,广西环投航凯宝华水务有限公司校椅镇污水处理厂,污水处理及其再生利用,2024-06-05至2029-06-04,2024-06-05
安徽省,芜湖市,91340200MA2UQ8XW36007Q,无为市高沟污水处理厂,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
安徽省,芜湖市,91340225MA2TLN266A009Q,无为县三峡水环境综合治理第一有限责任公司（严桥镇污水处理厂）,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
安徽省,芜湖市,91340225MA2TLN266A011Q,无为县三峡水环境综合治理第一有限责任公司（开城污水处理厂）,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
安徽省,芜湖市,91340225MA2TLN266A012Q,无为县三峡水环境综合治理第一有限责任公司（蜀山污水处理厂）?,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
安徽省,芜湖市,91340225MA2TLN266A014U,无为县三峡水环境综合治理第一有限责任公司（牛埠污水处理厂）,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
广西壮族自治区,南宁市,91450100715175285Q002V,南宁市排水有限责任公司六景南应急污水处理厂,污水处理及其再生利用,2024-06-04至2029-06-03,2024-06-04
江苏省,淮安市,9132080078495934X0001U,洪泽滇池水务有限公司,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
内蒙古自治区,巴彦淖尔市,91150825MA0PR3E8XN001V,内蒙古巴彦淖尔创业水务有限责任公司乌拉特后旗分公司,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
重庆市,市辖区,91500234756217840P001V,重庆市开州区排水有限公司（开州区城市污水处理厂）,污水处理及其再生利用,2022-08-22至2027-08-21,2022-06-16
四川省,达州市,91511725MA68DRJQ3F001V,渠县洁竹建设发展有限责任公司,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
新疆维吾尔自治区,吐鲁番市,9165040229913001XP003Q,吐鲁番市大河沿镇生活污水处理厂,污水处理及其再生利用,2022-12-21至2027-12-20,2022-12-21
江苏省,徐州市,91320305058649881U001V,徐州工业园区污水处理有限公司（徐州工业园区污水处理厂）,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
广东省,清远市,91441803084533858E001U,广东荣天环保发展有限公司,污水处理及其再生利用,2022-06-28至2027-06-27,2022-06-28
山东省,滨州市,91371623MA3CQCYL61001V,山东弘孚水务有限公司,污水处理及其再生利用,2023-01-15至2028-01-14,2022-11-16
江西省,九江市,91360426MA35KM3C3Y001C,中节能环保投资发展（江西）有限公司德安工业污水处理厂,污水处理及其再生利用,2023-06-10至2028-06-09,2023-06-10
浙江省,衢州市,11330824002626859K001X,开化县马金镇人民政府,污水处理及其再生利用,2021-01-01至2025-12-31,2020-04-20
湖北省,十堰市,91420303MACWNHGYX0002V,十堰犟河环境科技有限公司（犟河厂）,污水处理及其再生利用,2023-12-13至2028-12-12,2023-12-13
江西省,吉安市,913608265508745623001V,江西洪城水业环保有限公司泰和分公司,污水处理及其再生利用,2024-06-26至2029-06-25,2024-05-20
安徽省,合肥市,91340121581547345D115Q,吴山镇污水处理厂,污水处理及其再生利用,2022-06-29至2027-06-28,2022-03-23
江西省,赣州市,913607025584581333001X,江西洪城水业环保有限公司赣州市分公司,污水处理及其再生利用,2024-06-26至2029-06-25,2024-06-07
安徽省,宿州市,91341323MA2RBJ1J9R012Q,灵璧水安环保工程有限责任公司（浍沟镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R010U,灵璧水安环保工程有限责任公司（娄庄镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R009Q,灵璧水安环保工程有限责任公司（韦集镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R008Q,灵璧水安环保工程有限责任公司（下楼镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R001Q,灵璧水安环保工程有限责任公司（向阳镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R007U,灵璧水安环保工程有限责任公司（杨疃镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R006U,灵璧水安环保工程有限责任公司（尹集镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R005Q,灵璧水安环保工程有限责任公司（游集镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R018Q,灵璧水安环保工程有限责任公司（渔沟镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R004U,灵璧水安环保工程有限责任公司（虞姬镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R002Q,灵璧水安环保工程有限责任公司（黄湾镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
辽宁省,沈阳市,91210124573499654H001R,沈阳法库辽河污水处理有限公司,污水处理及其再生利用,2022-05-20至2027-05-19,2022-04-15
河南省,许昌市,91411000MA9FWYRC4Q001Q,许昌市新持水环境科技有限公司,污水处理及其再生利用,2024-06-07至2029-06-06,2024-06-07
河北省,唐山市,911302255935996527001W,厦门水务乐亭城建投资有限公司,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
安徽省,宿州市,91341323MA2RBJ1J9R003Q,灵璧水安环保工程有限责任公司（朱集镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
新疆维吾尔自治区,和田地区,11653224010424202B002Y,洛浦县住房和城乡建设局（洛浦县城污水处理厂）,污水处理及其再生利用,2022-06-29至2027-06-28,2022-06-17
河北省,沧州市,91130929665288969P001T,献县清源污水处理中心,污水处理及其再生利用,2022-01-30至2027-01-29,2022-01-30
河北省,沧州市,11130930570089270L001V,孟村回族自治县污水处理厂（第三污水处理厂）,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
新疆维吾尔自治区,昌吉回族自治州,916523245643513672001W,玛纳斯县禹源排水有限责任公司,污水处理及其再生利用,2024-06-25至2029-06-24,2024-06-06
安徽省,宿州市,91341323MA2RBJ1J9R013U,灵璧水安环保工程有限责任公司（高楼镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
广东省,深圳市,91440300MA5FYNXAX7001V,深圳市坪山区深水水环境有限公司(深圳国家生物医药产业基地配套集中废水处理厂及干管工程运营服务项目),污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
安徽省,马鞍山市,91340500MA2WUQ2747001V,马鞍山市三峡一期水环境综合治理有限责任公司,污水处理及其再生利用,2023-11-20至2028-11-19,2023-11-20
河北省,保定市,91130636681390373L001W,顺平县清源污水处理有限公司,污水处理及其再生利用,2024-01-05至2029-01-04,2024-01-05
浙江省,温州市,91330381MA7CFK3KX7004Q,瑞安市排水有限公司（湖岭污水处理厂）,污水处理及其再生利用,2024-05-10至2029-05-09,2024-05-10
广东省,珠海市,914404007455071642001Y,珠海海源再生水有限公司（香洲厂）,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
浙江省,温州市,91330381MA2855FUXP001Y,瑞安市富春紫光水务有限公司,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
陕西省,安康市,91610900MA70J1G83U001X,安康市恒口污水处理厂运营管理有限公司,污水处理及其再生利用,2022-05-14至2027-05-13,2022-05-07
安徽省,滁州市,91341100584570647T001Q,滁州城东污水处理有限公司,污水处理及其再生利用,2022-08-29至2027-08-28,2022-09-26
吉林省,延边朝鲜族自治州,91222406MA0Y636K0P001R,和龙鼎园环保科技有限公司和龙市南坪污水处理厂,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
安徽省,合肥市,91340121581547345D085Q,下塘镇污水处理厂,污水处理及其再生利用,2023-03-26至2028-03-25,2023-02-14
河南省,商丘市,91411402589745450J001C,商丘康达污水处理有限公司,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
重庆市,县,91500114MAD0NNR944117Q,忠县拔山镇朝阳村污水处理厂,污水处理及其再生利用,2023-04-20至2028-04-19,2023-04-20
陕西省,安康市,116109027738102325001R,汉滨区双龙镇生活污水处理厂,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
陕西省,安康市,11610902752128218T001R,汉滨区洪山镇生活污水处理厂,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
贵州省,遵义市,91430103MA4RCK48XN001V,湖南湘江水务有限责任公司,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
陕西省,安康市,116109020160973105003R,汉滨区流水镇生活污水处理厂,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
浙江省,衢州市,91330800MA2DHHGM3N001V,衢州市清越环保有限公司,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
江西省,赣州市,91360723MA37Q04R7N001K,中节能环保投资发展（江西）有限公司大余工业污水处理厂,污水处理及其再生利用,2022-08-06至2027-08-05,2022-05-11
四川省,南充市,91511300MAC3G8QM6G001R,南充经开污水处理有限公司（南充经济开发区污水处理厂）,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
辽宁省,沈阳市,11210105764381464M003U,沈阳首府经济开发区管理委员会（皇姑区怒江北污水处理设施）,污水处理及其再生利用,2023-06-23至2028-06-22,2023-06-05
四川省,成都市,91510121MA6A4U3N8G054V,成都金昇水务工程有限公司(金堂县第一再生水厂),污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
安徽省,宿州市,91341323MA2RBJ1J9R017Q,灵璧水安环保工程有限责任公司（禅堂镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R016U,灵璧水安环保工程有限责任公司（朝阳镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
陕西省,榆林市,91610822MABLTGHA8G001V,府谷县宏海垣环保科技发展有限公司,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
安徽省,宿州市,91341323MA2RBJ1J9R015U,灵璧水安环保工程有限责任公司（大路镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
安徽省,宿州市,91341323MA2RBJ1J9R011Q,灵璧水安环保工程有限责任公司（大庙镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
陕西省,榆林市,91610824MA70HP8T9E001V,靖边县城镇污水处理有限公司,污水处理及其再生利用,2023-12-13至2028-12-12,2023-12-13
安徽省,宿州市,91341323MA2RBJ1J9R014Q,灵璧水安环保工程有限责任公司（冯庙镇污水处理厂）,污水处理及其再生利用,2023-11-01至2028-10-31,2023-10-23
四川省,达州市,91511722MABTRURT1G012V,宣汉县鑫瀚污水有限公司,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
河南省,濮阳市,91410928MA44YR533F001Q,濮阳德信水务有限责任公司,污水处理及其再生利用,2022-05-21至2027-05-20,2022-05-21
北京市,市辖区,91110106749390477T001Q,北京北排水环境发展有限公司吴家村再生水厂,污水处理及其再生利用,2023-12-29至2028-12-28,2023-12-29
北京市,市辖区,91110106330275242P002V,北京北排水环境发展有限公司卢沟桥再生水厂,污水处理及其再生利用,2023-12-27至2028-12-26,2023-12-27
河北省,石家庄市,91130184MA0F0W0C6L002V,石家庄北排水环境发展有限公司（新乐市第一再生水厂）,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
山东省,烟台市,91370600MA3PAKQXXB001Q,万华化学集团环保科技有限公司,污水处理及其再生利用,2024-05-22至2029-05-21,2024-05-22
四川省,遂宁市,91510904MACA1KP90M008V,四川淼仟水务有限责任公司（安居区龙眼井污水处理厂）,污水处理及其再生利用,2024-01-31至2029-01-30,2022-06-16
江西省,赣州市,91360782MABYDU7T2J001V,江西省华赣格丰赣康水务有限公司,污水处理及其再生利用,2024-05-22至2029-05-21,2024-05-22
山东省,潍坊市,9137078108298898X4002R,青州市永昌公用事业管理有限公司（峱山污水厂）,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
安徽省,阜阳市,91341226MA2MWC8Q13001V,颍上创业水务有限公司（颍上县城南污水处理厂）,污水处理及其再生利用,2024-06-06至2029-06-05,2024-06-06
重庆市,县,91500101756204177C003V,重庆市渝东水务有限公司（城口污水处理厂）,污水处理及其再生利用,2022-08-29至2027-08-28,2022-08-29
浙江省,衢州市,91330800MA2DJM2J4U002V,浙江衢州水业集团环境科技有限公司,污水处理及其再生利用,2022-07-15至2027-07-14,2022-07-15
辽宁省,锦州市,91210725664592803H001V,北镇市城市建设投资发展有限公司,污水处理及其再生利用,2024-06-03至2029-06-02,2024-06-03
